procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 57245032   2088 2345840    0    0     0     0  793  956  9  4 87  0  0 2021-07-24 07:48:08
 1  0      0 56700532   2088 2347784    0    0     0     0  920 1049  9  4 87  0  0 2021-07-24 07:48:09
 1  0      0 56570404   2088 2385580    0    0     0     8 5978 2678 16  2 82  0  0 2021-07-24 07:48:10
 4  0      0 56455500   2088 2465968    0    0     0     0 2056 1973 20  1 79  0  0 2021-07-24 07:48:11
 1  0      0 56378116   2088 2541344    0    0     0     0 2157 2016 21  2 77  0  0 2021-07-24 07:48:12
 1  0      0 56387024   2088 2541344    0    0     0     0 1714 1621 18  1 81  0  0 2021-07-24 07:48:13
 4  0      0 56386584   2088 2541348    0    0     0     0 3033 2421 25  1 74  0  0 2021-07-24 07:48:14
 4  0      0 56387132   2088 2541348    0    0     0    28 2479 2144 24  3 73  0  0 2021-07-24 07:48:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56380688   2088 2541352    0    0     0     0 2562 2277 25  2 73  0  0 2021-07-24 07:48:16
 1  0      0 56349320   2088 2541352    0    0     0     0 2257 2083 23  1 76  0  0 2021-07-24 07:48:17
 1  0      0 56348832   2088 2541352    0    0     0     0 2455 2175 24  2 74  0  0 2021-07-24 07:48:18
 2  0      0 56348836   2088 2541368    0    0     0     0 2586 2233 24  3 73  0  0 2021-07-24 07:48:19
 2  0      0 56349088   2088 2541368    0    0     0     0 2317 2013 23  3 74  0  0 2021-07-24 07:48:20
 1  0      0 56382452   2088 2541368    0    0     0     0 2382 2159 22  2 76  0  0 2021-07-24 07:48:21
 1  0      0 56351652   2088 2541368    0    0     0     0 2423 2194 23  2 75  0  0 2021-07-24 07:48:22
 4  0      0 56333772   2088 2541368    0    0     0     0 2239 2101 21  1 77  0  0 2021-07-24 07:48:23
 1  0      0 56335084   2088 2541372    0    0     0     0 2757 2405 26  1 73  0  0 2021-07-24 07:48:24
 4  0      0 56362412   2088 2541380    0    0     0     0 1953 1737 22  1 77  0  0 2021-07-24 07:48:25
 1  0      0 56345676   2088 2541380    0    0     0     0 1495 1520 18  0 82  0  0 2021-07-24 07:48:26
 1  0      0 56342780   2088 2541384    0    0     0     0 2640 2083 21  2 77  0  0 2021-07-24 07:48:27
 4  0      0 56342784   2088 2541388    0    0     0    15 2300 2029 23  1 76  0  0 2021-07-24 07:48:28
 1  0      0 56367716   2088 2541392    0    0     0     0 2011 1811 21  2 78  0  0 2021-07-24 07:48:29
 1  0      0 56349120   2088 2541392    0    0     0   312 3042 2359 26  2 73  0  0 2021-07-24 07:48:30
 2  0      0 56349412   2088 2541392    0    0     0     0 2676 2131 26  4 70  0  0 2021-07-24 07:48:31
 4  0      0 56349412   2088 2541392    0    0     0     0 2079 1924 22  1 77  0  0 2021-07-24 07:48:32
 1  0      0 56349424   2088 2541400    0    0     0     0 2621 2180 25  3 72  0  0 2021-07-24 07:48:33
 1  0      0 56349548   2088 2541400    0    0     0     0 2569 2289 25  1 74  0  0 2021-07-24 07:48:34
 1  0      0 56349304   2088 2541400    0    0     0     0 2437 2104 24  2 74  0  0 2021-07-24 07:48:35
 4  0      0 56386360   2088 2541400    0    0     0     0 2118 1877 22  2 76  0  0 2021-07-24 07:48:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56371416   2088 2541400    0    0     0     0 2785 2390 25  2 73  0  0 2021-07-24 07:48:37
 1  0      0 56357180   2088 2541400    0    0     0     0 2637 2404 24  1 75  0  0 2021-07-24 07:48:38
 4  0      0 56338952   2088 2541400    0    0     0     0 2293 2118 23  1 76  0  0 2021-07-24 07:48:39
 1  0      0 56380892   2088 2541408    0    0     0     4 1868 1834 19  1 80  0  0 2021-07-24 07:48:40
 1  0      0 56386128   2088 2541408    0    0     0    80 1935 1810 19  1 80  0  0 2021-07-24 07:48:41
 1  0      0 56357388   2088 2541412    0    0     0     0 1997 1866 20  1 78  0  0 2021-07-24 07:48:42
 1  0      0 56357016   2088 2541412    0    0     0     0 2514 2254 25  1 74  0  0 2021-07-24 07:48:43
 1  0      0 56377632   2088 2541412    0    0     0     0 1413 1432 17  0 83  0  0 2021-07-24 07:48:44
 2  0      0 56353428   2088 2541412    0    0     0     4 3048 2792 24  3 74  0  0 2021-07-24 07:48:45
 1  0      0 56353024   2088 2541432    0    0     0     0 2539 1738 17  8 74  0  0 2021-07-24 07:48:46
 1  0      0 56353648   2088 2541432    0    0     0     0 2445 2033 25  3 72  0  0 2021-07-24 07:48:47
 4  0      0 56353452   2088 2541432    0    0     0     0 2551 2174 25  3 72  0  0 2021-07-24 07:48:48
 1  0      0 56353656   2088 2541440    0    0     0     0 2205 2018 22  1 77  0  0 2021-07-24 07:48:49
 4  0      0 56353788   2088 2541440    0    0     0     0 2451 2166 24  2 74  0  0 2021-07-24 07:48:50
 2  0      0 56355408   2088 2541440    0    0     0    52 2798 2381 25  2 72  0  0 2021-07-24 07:48:51
 2  0      0 56355704   2088 2541444    0    0     0     0 2292 2024 22  3 75  0  0 2021-07-24 07:48:52
 2  0      0 56377284   2088 2541448    0    0     0     0 2236 2041 22  2 77  0  0 2021-07-24 07:48:53
 1  0      0 56356580   2088 2541448    0    0     0     0 2538 2256 25  1 73  0  0 2021-07-24 07:48:54
 4  0      0 56337592   2088 2541456    0    0     0     0 2277 2079 20  2 78  0  0 2021-07-24 07:48:55
 4  0      0 56337440   2088 2541456    0    0     0    12 2631 2353 26  1 73  0  0 2021-07-24 07:48:56
 4  0      0 56355300   2088 2541456    0    0     0     0 1900 1789 19  2 79  0  0 2021-07-24 07:48:57
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 56342032   2088 2541456    0    0     0     0 1622 1624 17  1 82  0  0 2021-07-24 07:48:58
 1  0      0 56341784   2088 2541456    0    0     0     0 1869 1803 20  1 79  0  0 2021-07-24 07:48:59
 1  0      0 56340924   2088 2541460    0    0     0     0 2316 2079 23  1 75  0  0 2021-07-24 07:49:00
 1  0      0 56372796   2088 2541460    0    0     0    20 1880 1719 19  2 79  0  0 2021-07-24 07:49:01
 1  0      0 56340188   2088 2541460    0    0     0     0 2545 2350 25  1 74  0  0 2021-07-24 07:49:02
 4  0      0 56340308   2088 2541460    0    0     0     0 2867 2176 25  3 72  0  0 2021-07-24 07:49:03
 1  0      0 56339948   2088 2541468    0    0     0     0 2293 2011 23  2 75  0  0 2021-07-24 07:49:04
 2  0      0 56340856   2088 2541468    0    0     0     0 2661 2269 25  2 73  0  0 2021-07-24 07:49:05
