procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 59325800   2088 2335200    0    0    19    17  173  169 10  1 89  0  0 2021-07-24 07:38:34
 0  0      0 59325164   2088 2335204    0    0     0     0 1384 2146  0  0 100  0  0 2021-07-24 07:38:35
 0  0      0 59325164   2088 2335204    0    0     0     0  807 1472  0  0 100  0  0 2021-07-24 07:38:36
 0  0      0 59325296   2088 2335204    0    0     0     0  807 1473  0  0 100  0  0 2021-07-24 07:38:37
 0  0      0 59325296   2088 2335204    0    0     0     0  823 1478  0  0 100  0  0 2021-07-24 07:38:38
 0  0      0 59323868   2088 2335208    0    0     0     0 1093 1719  0  0 100  0  0 2021-07-24 07:38:39
 0  0      0 59323924   2088 2335212    0    0     0     0  839 1518  0  0 100  0  0 2021-07-24 07:38:40
 0  0      0 59323924   2088 2335212    0    0     0     0  821 1506  0  0 100  0  0 2021-07-24 07:38:41
 0  0      0 59323924   2088 2335212    0    0     0     0  828 1523  0  0 100  0  0 2021-07-24 07:38:42
 1  0      0 59323924   2088 2335212    0    0     0     0  830 1531  0  0 100  0  0 2021-07-24 07:38:43
 0  0      0 59323924   2088 2335212    0    0     0     0  785 1460  0  0 100  0  0 2021-07-24 07:38:44
 0  0      0 59323924   2088 2335212    0    0     0     0  824 1515  0  0 100  0  0 2021-07-24 07:38:45
 0  0      0 59323924   2088 2335212    0    0     0     0  838 1530  0  0 100  0  0 2021-07-24 07:38:46
 0  0      0 59323924   2088 2335212    0    0     0     0 1180 1537  0  0 100  0  0 2021-07-24 07:38:47
 0  0      0 59323924   2088 2335212    0    0     0     0  868 1569  0  0 100  0  0 2021-07-24 07:38:48
 0  0      0 59323924   2088 2335212    0    0     0     0  825 1516  0  0 100  0  0 2021-07-24 07:38:49
 0  0      0 59323924   2088 2335212    0    0     0     0  844 1539  0  0 100  0  0 2021-07-24 07:38:50
 0  0      0 59323924   2088 2335212    0    0     0     0  779 1468  0  0 100  0  0 2021-07-24 07:38:51
 0  0      0 59323924   2088 2335212    0    0     0     0  819 1500  0  0 100  0  0 2021-07-24 07:38:52
 1  0      0 59323924   2088 2335212    0    0     0     0  840 1528  0  0 100  0  0 2021-07-24 07:38:53
 0  0      0 59323924   2088 2335212    0    0     0     0  836 1518  0  0 100  0  0 2021-07-24 07:38:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 59323924   2088 2335212    0    0     0     0  831 1523  0  0 100  0  0 2021-07-24 07:38:55
 0  0      0 59323924   2088 2335212    0    0     0   315  916 1572  0  0 100  0  0 2021-07-24 07:38:56
 0  0      0 59323924   2088 2335212    0    0     0     0  865 1552  0  0 100  0  0 2021-07-24 07:38:57
 0  0      0 59323924   2088 2335212    0    0     0     0  888 1574  0  0 100  0  0 2021-07-24 07:38:58
 0  0      0 59323924   2088 2335212    0    0     0     0  823 1511  0  0 100  0  0 2021-07-24 07:38:59
 0  0      0 59323924   2088 2335216    0    0     0     0  835 1527  0  0 100  0  0 2021-07-24 07:39:00
 0  0      0 59323924   2088 2335216    0    0     0     6  823 1509  0  0 100  0  0 2021-07-24 07:39:01
 0  0      0 59323924   2088 2335216    0    0     0     0  823 1508  0  0 100  0  0 2021-07-24 07:39:02
